"SJALL014946_D1"	"SJALL014947_D1"	"SJALL014949_D1"	"SJALL014950_D1"	"SJALL014952_D1"
"TMEM35B"	0	0	0	0	0
"ZMYM6"	46	92	54	55	33
"ZMYM1"	17	5	15	42	13
"RPL12P45"	0	0	0	0	0
"EFCAB14P1"	0	59	16	13	8
"SFPQ"	17373	26336	18386	14701	13471
"ZMYM4"	91	92	100	103	70
"RN7SL503P"	56	0	0	0	0
"RPL5P4"	363	798	359	432	193
"ZMYM4-AS1"	14	0	0	0	0
"KIAA0319L"	36	30	51	50	40
"NCDN"	202	91	114	96	128
"TFAP2E"	25	28	9	5	11
"PSMB2"	259	270	131	140	124
"C1orf216"	175	53	73	65	83
"CLSPN"	101	136	40	56	141
"AGO4"	235	226	251	239	196
"AGO1"	143	141	149	187	158
"AGO3"	61	46	104	79	95
"TEKT2"	0	30	101	41	242
"COL8A2"	0	7	2	13	44
"TRAPPC3"	218	122	139	206	117
"MAP7D1"	1324	1941	893	552	500
"RN7SL131P"	0	899	178	24	59
"THRAP3"	252	362	281	338	287
"UBE2V2P4"	0	0	0	0	0
"SH3D21"	8	90	26	37	21
"EVA1B"	103	431	82	421	50
"STK40"	64	213	102	145	80
"LSM10"	73	45	73	86	93
"RNU4-27P"	0	0	0	0	0
"OSCP1"	1	19	7	3	11
"SNORA63C"	397	71	118	289	0
"MRPS15"	674	643	318	339	447
"CSF3R"	150	274	628	480	120
"FTLP18"	32	0	0	0	0
"GRIK3"	0	0	1	0	1
"MIR4255"	0	0	0	0	0
"RNU6-636P"	0	0	0	0	0
"RNA5SP43"	0	0	0	0	0
"RPS29P6"	0	0	0	0	0
"ZC3H12A"	645	1426	747	379	644
"MIR6732"	0	0	0	0	0
"MEAF6"	293	207	153	205	207
"MIR5581"	3447	2332	2311	941	1353
"SNIP1"	360	1442	463	202	376
"FTH1P1"	0	34	0	0	14
"DNALI1"	0	2	3	0	1
"GNL2"	375	567	224	164	191
"RSPO1"	1	0	1	0	0
"C1orf109"	101	132	104	133	81
"CDCA8"	116	125	27	63	202
"EPHA10"	0	0	0	0	1
"ACTN4P2"	6	0	0	0	0
"MANEAL"	81	5	32	77	33
"YRDC"	789	1528	676	513	449
"C1orf122"	438	581	327	394	230
"MTF1"	88	163	71	61	65
"INPP5B"	94	168	86	58	56
"RNU6-584P"	0	0	0	0	0
"SF3A3"	407	495	159	224	232
"RNU6-510P"	0	0	70	0	0
"FHL3"	67	218	49	11	40
"UTP11"	278	409	156	127	126
"POU3F1"	0	77	30	0	0
"MIR3659"	0	0	0	0	0
"LINC01343"	0	4	0	0	0
"RNU6-753P"	0	0	0	0	71
"LINC01685"	0	0	0	0	1
"RRAGC"	146	201	84	93	58
"MYCBP"	116	20	27	81	51
"GJA9"	0	0	0	0	0
"RHBDL2"	0	0	0	0	0
"RNU6-605P"	0	0	70	57	0
"EIF1P2"	0	0	0	0	5
"AKIRIN1"	1442	3006	983	764	1052
"NDUFS5"	892	533	347	320	536
"MACF1"	483	567	704	515	507
"RNU6-608P"	0	0	73	0	36
"RNA5SP44"	0	0	0	0	0
"HSPE1P8"	0	0	0	0	18
"BMP8A"	0	128	3	0	4
"OXCT2P1"	0	388	9	0	9
"PABPC4"	1853	2781	618	645	938
"PABPC4-AS1"	1	1	0	0	2
"SNORA55"	5818	5751	2091	2165	1957
"HEYL"	1	3	0	1	54
"NT5C1A"	0	0	0	0	0
"HPCAL4"	1	10	19	5	12
"PPIE"	54	47	27	19	24
"RNU7-121P"	0	0	0	0	0
"BMP8B"	21	7	0	5	0
"OXCT2"	46	90	4	27	4
"TRIT1"	54	78	56	64	75
"MYCL"	9	21	4	2	3
"MFSD2A"	67	138	73	11	139
"CAP1"	1862	1119	734	847	480
"PPT1"	459	310	118	141	128
"RLF"	382	750	411	235	240
"RNU6-1237P"	1119	1211	2501	2504	1542
"TMCO2"	17	124	9	1	1
"ZMPSTE24"	121	192	79	80	76
"COL9A2"	15	46	44	45	10
"SMAP2"	177	470	383	309	98
"ZFP69B"	39	167	23	38	21
"ZFP69"	39	19	25	33	27
"EXO5"	167	184	136	190	153
"ZNF684"	36	78	71	48	50
"GTF2F2P2"	0	0	10	8	73
"RIMS3"	16	13	124	9	105
"NFYC-AS1"	280	259	979	481	545
"NFYC"	39	67	47	46	35
"MIR30E"	0	1411	0	0	83
"MIR30C1"	192	417	344	140	172
"KCNQ4"	0	4	2	0	5
"RN7SL326P"	0	0	51	0	12
"CITED4"	3496	1836	468	240	412
"UBE2V1P8"	0	0	28	0	0
"CTPS1"	449	357	262	256	508
"SLFNL1-AS1"	53	70	58	55	132
"SLFNL1"	11	61	154	75	79
"SCMH1"	41	58	72	76	52
"RPL23AP17"	34	0	0	0	22
"FOXO6"	0	1	2	0	174
"RNA5SP45"	0	0	0	0	167
"EDN2"	0	7	5	0	6
"HIVEP3"	4	19	15	3	20
"HNRNPFP1"	0	0	0	0	6
"GUCA2B"	0	0	0	0	0
"GUCA2A"	0	80	0	3	7
"FOXJ3"	85	250	109	95	74
"RIMKLA"	0	0	1	0	1
"ZMYND12"	1	1	2	2	0
"PPCS"	144	71	111	144	123
"CCDC30"	3	1	7	4	10
"TMSB4XP1"	0	205	791	921	198
"RNU6-536P"	319	0	71	0	35
"PPIH"	234	147	96	128	138
"YBX1"	5537	6461	1706	2275	2072
"CLDN19"	0	3	2	0	2
"P3H1"	155	180	140	204	154
"C1orf50"	84	83	76	100	51
"TMEM269"	1	10	3	8	2
"SVBP"	335	242	134	260	108
"ERMAP"	119	98	62	37	36
"ZNF691"	37	24	65	99	94
"ATP6V1E1P1"	0	0	0	0	5
"SLC2A1"	873	414	553	379	405
"ATP6V0CP4"	1235	898	1484	1096	892
"RNU6-880P"	0	0	0	0	0
"EBNA1BP2"	52	18	11	18	18
"MIR6733"	0	0	0	0	0
"CFAP57"	0	0	0	0	0
"RNA5SP46"	0	77	0	0	31
"TMEM125"	0	15	3	16	1
"C1orf210"	0	7	4	1	4
"TIE1"	0	43	12	60	3
"MPL"	0	0	4	4	0
"CDC20"	875	247	251	592	897
"ELOVL1"	714	759	513	733	331
"MIR6734"	0	0	0	0	0
"MED8"	356	275	146	178	156
"SZT2"	158	207	438	245	334
"SZT2-AS1"	19	52	26	42	17
"MIR6735"	0	0	0	0	0
"HYI"	502	990	535	958	423
"HYI-AS1"	0	5	22	8	7
"PTPRF"	3	17	4	19	24
"KDM4A"	63	117	73	48	70
"KDM4A-AS1"	4	3	3	2	10
"ST3GAL3"	5	5	21	8	22
"MIR6079"	0	0	0	0	0
"SHMT1P1"	0	0	11	9	5
"ARTN"	428	44	315	31	68
"IPO13"	160	68	180	122	158
"DPH2"	996	261	436	617	620
"ATP6V0B"	4976	6447	2932	3037	2443
"B4GALT2"	152	127	37	83	91
"CCDC24"	29	92	243	220	362
"SLC6A9"	5	11	3	2	9
"KRT8P47"	0	0	0	0	0
"RN7SL479P"	0	0	0	0	0
"KLF17"	0	1	0	2	1
"KLF18"	0	0	0	0	0
"OOSP1P1"	0	0	0	0	0
"DMAP1"	609	1049	857	770	882
"ERI3"	33	20	18	25	20
"ERI3-IT1"	39	74	271	278	272
"RNU6-369P"	0	0	0	0	0
"RNF220"	37	82	26	39	32
"MIR5584"	0	0	0	104	0
"TMEM53"	9	3	4	7	1
"ARMH1"	241	781	145	202	25
"RNU5F-1"	30829	50300	26515	17933	35826
"RNU5D-1"	27266	36059	40513	23993	28533
"KIF2C"	135	96	17	48	84
"RPS8"	98432	99055	18655	35091	17940
"SNORD55"	0	0	0	0	0
"SNORD46"	11189	7036	4339	3835	3949
"SNORD38A"	0	0	0	89	0
"RPS15AP11"	220	1146	276	498	257
"BEST4"	14	64	24	21	12
"PLK3"	2433	3749	3428	929	510
"BTBD19"	139	632	433	95	52
"PTCH2"	8	36	57	28	53
"RNU5E-6P"	0	0	0	0	0
"EIF2B3"	20	5	10	8	10
"RNA5SP47"	0	0	0	0	0
"CCNB1IP1P1"	0	0	0	0	4
"PPIAP35"	0	0	0	0	0
"MRPS17P1"	0	2	7	0	3
"HECTD3"	343	456	446	291	326
"UROD"	1253	1017	411	831	488
"ZSWIM5"	0	0	0	1	0
"OSTCP5"	0	0	0	13	0
"LINC01144"	79	101	150	36	77
"HPDL"	224	368	33	47	217
"MUTYH"	225	221	171	140	199
"TOE1"	942	971	910	1016	971
"TESK2"	10	12	11	9	7
"PPIAP36"	0	0	0	0	0
"CCDC163"	62	221	35	23	30
"MMACHC"	45	7	27	25	55
"PRDX1"	1273	702	344	489	739
"HMGB1P48"	0	0	0	0	9
"AKR1A1"	737	278	187	354	308
"NASP"	962	1248	585	604	688
"CCDC17"	295	1591	898	706	486
"GPBP1L1"	508	691	436	355	314
"RPS15AP10"	2669	2817	2783	1215	1477
"TMEM69"	292	161	147	357	120
"IPP"	7	3	10	5	15
"MAST2"	11	9	13	14	28
"TMA16P2"	0	0	25	0	12
"PIK3R3"	6	1	9	15	16
"TSPAN1"	0	0	3	0	1
"P3R3URF"	0	0	0	0	0
"POMGNT1"	93	59	115	170	104
"LURAP1"	1	5	10	9	21
"RAD54L"	29	37	29	32	80
"LRRC41"	182	304	328	193	171
"UQCRH"	1530	1238	450	628	581
"NSUN4"	198	292	243	94	139
"FAAH"	57	111	158	218	323
"FAAHP1"	0	6	9	4	31
"LINC01398"	0	3	3	0	0
"DMBX1"	0	0	0	0	0
"TMEM275"	0	0	0	0	0
"MKNK1-AS1"	0	0	0	0	0
"KNCN"	0	4	1	0	0
"MKNK1"	65	56	87	65	82
"MOB3C"	247	176	248	215	277
"ATPAF1"	64	57	36	63	65
"NENFP1"	0	59	97	0	65
"TEX38"	0	0	0	0	0
"EFCAB14-AS1"	0	0	0	0	0
"EFCAB14"	147	263	198	260	178
"CYP4B1"	0	0	0	0	0
"CYP4A11"	0	0	1	0	0
"CYP4A26P"	0	0	0	0	0
"CYP4A43P"	0	0	0	0	0
"CYP4A27P"	89	0	0	0	0
"CYP4A44P"	0	0	0	0	0
"CYP4X1"	0	0	0	0	0
"CYP4Z1"	0	0	0	0	0
"CYP4A22-AS1"	0	0	0	0	0
"CYP4A22"	0	0	0	0	0
"MTND1P34"	0	0	0	0	2
"LINC00853"	0	0	0	0	0
"PDZK1IP1"	18	34	5	12	6
"TAL1"	107	120	26	21	38
"STIL"	60	113	37	42	78
"CMPK1"	633	411	171	289	132
"LINC01389"	0	0	0	0	0
"FOXE3"	0	0	8	3	2
"FOXD2-AS1"	168	106	135	150	119
"FOXD2"	38	20	31	2	14
"RPL21P24"	0	0	0	0	0
"ATP6V0E1P4"	0	0	0	0	0
"LINC01738"	0	0	0	0	0
"TRABD2B"	0	0	0	0	0
"CYP46A4P"	0	0	0	0	0
"SKINT1L"	0	0	0	0	0
"SLC5A9"	0	0	0	6	0
"SPATA6"	0	0	1	11	0
"PPP1R8P1"	16	0	14	230	7
"RNU6-723P"	0	0	0	0	35
"RNU4-61P"	0	0	0	0	0
"AGBL4"	0	0	0	0	0
"BEND5"	39	95	30	58	26
"AGBL4-IT1"	0	0	0	0	0
"ZNF859P"	0	2	0	0	0
"MTND2P29"	0	0	0	0	0
"ELAVL4"	0	0	0	0	0
"HMGB1P45"	0	19	15	13	36
"FCF1P6"	0	61	0	10	44
"DMRTA2"	0	6	8	6	10
"FAF1"	18	18	17	18	13
"RNU6-1026P"	0	0	0	0	35
"MRPS6P2"	0	0	0	0	0
"CDKN2C"	148	228	154	191	40
"MIR4421"	0	0	0	0	0
"MIR6500"	0	0	0	0	0
"C1orf185"	0	0	0	0	0
"CFL1P2"	0	13	0	18	16
"LINC01562"	1	1	0	0	0
"RNF11"	870	1397	363	319	168
"TTC39A"	1	2	3	0	0
"TTC39A-AS1"	0	0	1	0	0
"EPS15"	160	277	159	168	80
"RNU6-877P"	0	0	71	58	0
"RNU6-1281P"	0	0	0	0	73
"CALR4P"	1	0	1	0	0
"OSBPL9"	114	188	121	55	60
"GAPDHP51"	0	0	7	0	3
"SLC25A6P3"	559	741	698	365	454
"NRDC"	266	112	154	178	166
"MIR761"	0	0	0	0	0
"TSEN15P2"	0	0	0	0	10
"RAB3B"	0	3	6	1	5
"RNA5SP48"	0	0	0	0	0
"RN7SL290P"	0	0	0	0	0
"TXNDC12"	25	58	50	26	59
"KTI12"	883	1080	639	423	788
"TXNDC12-AS1"	0	0	0	0	2
"BTF3L4"	473	282	286	260	148
"ZFYVE9"	2	12	25	2	19
"RN7SL788P"	0	87	288	0	36
"PDCL3P6"	0	104	64	0	91
"DNAJC19P7"	0	0	0	0	0
"ANAPC10P1"	30	82	54	11	13
"CC2D1B"	297	406	524	294	353
"PLA2G12AP1"	0	48	13	10	13
"ORC1"	125	163	63	58	97
"PRPF38A"	859	959	759	585	563
"TUT4"	201	357	336	188	185
"EEF1GP7"	0	0	32	17	5
"GPX7"	1052	490	347	262	339
"SHISAL2A"	38	13	59	7	21
"COA7"	186	275	101	63	156
"NDUFS5P3"	0	86	23	0	35
"RN7SL62P"	0	0	0	0	25
"ZYG11B"	79	117	85	88	69
"RNU2-30P"	0	0	0	0	54
"RPS13P2"	559	990	350	666	536
"RNU6-969P"	0	0	72	0	0
"ZYG11A"	0	0	0	0	0
"ECHDC2"	14	8	23	15	35
"SCP2"	61	25	26	34	24
"TUBBP10"	0	0	0	0	0
"PODN"	0	1	0	0	1
"HIGD1AP11"	0	0	0	0	0
"SLC1A7"	0	0	0	0	0
"CPT2"	37	47	45	25	40
"CZIB"	552	223	208	327	274
"MAGOH"	313	351	227	285	266
"LRP8"	77	80	66	56	123
"SLC25A3P1"	0	0	0	0	0
"DMRTB1"	0	0	0	0	0
"GLIS1"	0	0	0	0	0
"RNU7-95P"	0	0	0	0	0
"NDC1"	52	35	28	60	46
"YIPF1"	68	40	46	57	46
"DIO1"	0	0	0	0	0
"LRRC42"	84	81	60	76	55
"HNRNPA3P12"	15	25	64	17	32
"LDLRAD1"	0	1	0	0	0
"TMEM59"	870	808	438	469	338
"TCEANC2"	34	9	39	60	45
"MIR4781"	225	0	0	82	50
"CDCP2"	0	0	0	0	0
"CYB5RL"	27	9	24	26	31
"MRPL37"	205	161	64	85	104
"SSBP3"	9	7	23	11	20
"SSBP3-AS1"	32	122	23	37	81
"HNRNPA1P63"	0	0	7	0	7
"ACOT11"	0	0	0	0	1
"FAM151A"	0	0	0	0	0
"MROH7"	0	0	0	0	0
"MROH7-TTC4"	0	0	0	0	0
"TTC4"	8	2	2	1	1
"PARS2"	6	4	11	22	17
"TTC22"	0	6	3	2	3
"LEXM"	0	0	0	0	0
"DHCR24"	2	1	6	1	6
"DHCR24-DT"	0	0	0	0	2
"TMEM61"	0	0	0	0	0
"BSND"	0	0	0	0	0
"PCSK9"	0	1	0	0	0
"USP24"	271	745	507	295	265
"MIR4422HG"	0	0	0	0	0
"GYG1P3"	34	18	22	6	15
"MIR4422"	0	111	277	0	0
"GOT2P1"	0	0	0	0	0
"MTCO2P34"	0	0	0	0	0
"RN7SKP291"	0	1744	2114	2556	1411
"RNU6-830P"	0	0	0	0	0
"LINC01755"	0	0	0	0	0
"LINC01753"	0	0	0	0	0
"PIGQP1"	0	0	0	0	0
"RPSAP20"	0	0	0	0	0
"LINC01767"	0	0	0	0	0
"PLPP3"	0	1	0	0	0
"RPL21P23"	0	0	0	0	0
"RPL23AP85"	0	14	0	0	0
"PRKAA2"	0	0	0	0	0
"FYB2"	0	0	0	0	0
"C8A"	0	0	0	0	0
"C8B"	1	0	1	0	0
"DAB1"	0	0	0	2	0
"RPS20P5"	0	0	21	0	10
"DAB1-AS1"	0	0	0	0	0
"HNRNPA1P6"	15	16	40	27	20
"RPS26P15"	0	26	0	0	43
"OMA1"	31	6	15	24	15
"RN7SL713P"	0	0	0	0	0
"TACSTD2"	27	10	12	10	14
"MYSM1"	251	469	320	219	192
"JUN"	16224	25393	29036	10463	13827
"LINC01135"	2	0	1	1	1
"LINC01358"	0	0	0	0	0
"FGGY"	4	1	4	4	2
"MIR4711"	0	132	0	0	0
"HOOK1"	3	1	10	2	1
"CYP2J2"	0	0	0	0	1
"RN7SL475P"	0	0	0	0	0
"C1orf87"	0	0	0	0	0
"PGBD4P8"	0	0	0	0	0
"LINC01748"	0	0	0	4	0
"NFIA"	2	3	1	5	1
"NFIA-AS2"	0	0	0	7	0
"NFIA-AS1"	0	0	0	0	0
"TM2D1"	72	71	91	106	62
"PATJ"	0	2	4	1	4
"RNU6-414P"	0	0	0	0	0
"RNU6-1177P"	0	89	0	0	36
"LAMTOR5P1"	0	0	0	22	28
"RN7SL180P"	0	0	0	0	0
"MIR3116-1"	0	0	0	0	0
"MIR3116-2"	0	0	0	0	56
"PIGPP2"	0	0	0	0	0
"RPS15AP7"	0	0	0	0	0
"L1TD1"	0	0	4	0	0
"KANK4"	0	0	0	0	0
"RNU6-371P"	0	0	0	0	0
"USP1"	1041	1290	527	724	582
"DOCK7"	27	68	42	34	27
"ANGPTL3"	0	0	0	0	0
"ATG4C"	26	6	18	15	12
"LINC01739"	0	0	0	0	0
"LINC00466"	0	0	0	0	0
"RNA5SP49"	0	0	66	0	0
"RPSAP65"	0	0	12	0	0
"FOXD3-AS1"	0	0	0	1	0
"FOXD3"	0	0	0	0	0
"MIR6068"	0	0	0	0	0
"ALG6"	22	11	24	34	28
"ITGB3BP"	15	5	7	14	19
"EFCAB7"	33	28	37	41	32
"RN7SL488P"	0	0	0	0	53
"RNU7-123P"	0	0	0	0	64
"DLEU2L"	123	98	191	180	124
"PGM1"	12	13	25	33	36
"RN7SL130P"	0	271	299	203	187
"ROR1"	0	0	1	4	17
"CFL1P3"	0	37	0	0	0
"RNU6-809P"	0	0	0	0	0
"ROR1-AS1"	0	0	0	0	0
"UBE2U"	0	0	0	0	0
"RNU7-62P"	0	0	0	0	0
"CACHD1"	0	0	4	6	8
"MIR4794"	0	0	99	0	50
"RAVER2"	23	41	20	29	40
"JAK1"	196	361	240	228	131
"LINC01359"	5	4	1	5	2
"SLC2A3P2"	0	0	0	16	15
"RNU6-1176P"	0	0	71	58	0
"MIR3671"	1948	105	87	709	43
"MIR101-1"	687	247	204	417	102
"MRPS21P1"	0	0	0	0	0
"AK4"	1	5	1	0	6
"RPS29P7"	0	53	89	0	44
"DNAJC6"	1	3	0	1	1
"COX6CP13"	0	40	0	0	0
"RNU2-15P"	0	0	0	0	0
"LEPROT"	655	412	253	328	138
"LEPR"	3	1	1	1	3
"RN7SL854P"	0	0	0	0	0
"PDE4B"	82	164	50	69	4
"RNU4-88P"	0	0	89	0	0
"SGIP1"	1	0	0	0	0
"MIR3117"	0	238	0	0	0
"INSL5"	0	0	0	0	1
"MIER1"	496	522	329	324	241
"SLC35D1"	161	460	182	409	328
"C1orf141"	0	0	0	0	0
"IL23R"	0	0	0	0	0
"RNU6-586P"	0	0	0	0	0
"RNU4ATAC4P"	0	0	0	0	0
"IL12RB2"	27	8	36	4	107
"SERBP1"	3376	2486	1408	1602	1866
"RNU6-387P"	0	0	0	0	146
"LINC01702"	0	0	0	0	0
"RNU6-1031P"	0	0	71	0	0
"RN7SL392P"	0	0	0	0	0
"HNRNPCP9"	0	0	35	7	8
"GADD45A"	1547	3885	1114	1629	418
"GNG12"	0	0	0	8	6
"RNU7-80P"	0	0	0	205	633
"GNG12-AS1"	0	0	0	0	0
"DIRAS3"	0	1	0	0	1
"ARL5AP3"	0	0	19	0	0
"WLS"	0	0	0	0	0
"CTBP2P8"	12	0	11	4	11
"MIR1262"	0	0	0	0	0
"RPS7P4"	116	157	65	21	32
"COX6B1P7"	0	0	0	0	0
"ELOCP18"	0	0	0	0	0
"RPE65"	0	0	0	0	0
"DEPDC1"	54	20	9	36	86
"DEPDC1-AS1"	0	0	0	0	0
"TXNP2"	0	0	25	0	0
"LINC01707"	0	0	0	0	0
"LINC01758"	0	0	0	0	0
"LRRC7"	0	0	0	0	0
"SGO1P1"	0	0	15	0	5
"RN7SL538P"	0	0	25	0	0
"PIN1P1"	0	0	0	0	0
"LRRC40"	145	253	92	105	73
"RN7SL242P"	458	526	383	604	411
"SRSF11"	2068	2690	1562	1407	1050
"ANKRD13C"	68	128	59	58	49
"HHLA3"	14	4	2	3	3
"CTH"	0	3	1	5	3
"CASP3P1"	0	0	0	0	12
"LINC01788"	0	0	0	0	0
"PTGER3"	0	1	0	0	0
"ZRANB2-AS1"	0	0	2	0	0
"ZRANB2"	1348	1311	1011	1309	779
"MIR186"	4187	3669	3921	3267	2683
"NEGR1"	15	19	15	7	0
"NEGR1-IT1"	2	0	1	0	0
"GDI2P2"	27	60	62	71	43
"RPL31P12"	284	796	424	34	21
"RNU6-1246P"	0	0	0	0	0
"KRT8P21"	0	0	0	0	0
"RN7SKP19"	0	0	0	0	0
"LINC01360"	0	0	0	0	0
"LINC02238"	0	0	0	0	0
"RNA5SP50"	0	0	214	0	0
"RNU4ATAC8P"	0	0	0	0	0
"LRRIQ3"	0	0	0	0	0
"FPGT-TNNI3K"	0	0	0	0	0
"FPGT"	11	3	7	11	4
"TNNI3K"	0	0	0	0	0
"LRRC53"	0	0	0	0	0
"ERICH3"	0	0	1	0	1
"ERICH3-AS1"	0	0	0	0	0
"CRYZ"	27	6	40	38	26
"TYW3"	239	171	86	112	48
"LHX8"	1	0	0	0	0
"RNU6-622P"	0	0	0	0	0
"SLC44A5"	0	0	0	0	0
"RNU6-503P"	325	0	0	0	0
"ACADM"	133	28	68	115	69
"DLSTP1"	0	88	22	0	33
"RABGGTB"	4999	5708	3198	2488	1387
"SNORD45C"	0	0	0	0	0
"SNORD45A"	0	0	0	0	0
"SNORD45B"	0	0	0	0	0
"MSH4"	7	4	2	1	1
"ASB17"	0	0	0	0	0
"ST6GALNAC3"	0	0	0	5	3
"TPI1P1"	90	61	20	74	65
"RNU6-161P"	0	0	0	0	0
"LINC02567"	0	0	0	0	0
"ST6GALNAC5"	0	0	0	0	0
"MIR7156"	0	0	0	0	0
"PIGK"	24	6	12	24	11
"AK5"	16	4	2	2	0
"RNU7-8P"	0	0	0	0	124
"RNA5SP20"	0	0	0	0	0
"RN7SL370P"	0	0	0	0	0
"USP33"	415	375	376	350	262
"ACTG1P21"	0	0	0	0	0
"MIGA1"	29	56	40	44	26
"RNA5SP21"	0	0	0	0	0
"NSRP1P1"	110	379	179	83	139
"HSPE1P25"	31	204	197	57	77
"NEXN-AS1"	0	1	0	0	6
"NEXN"	30	5	7	6	9
"FUBP1"	2232	1890	1924	2178	922
"DNAJB4"	151	82	54	125	21
"GIPC2"	0	0	0	0	0
"RNU6-1102P"	0	0	0	0	0
"RNA5SP22"	0	0	0	0	0
"RNFT1P2"	0	0	0	0	0
"PTGFR"	0	0	0	0	0
"RNA5SP23"	0	0	0	0	0
"IFI44L"	46	208	179	15	1457
"IFI44"	314	470	174	230	911
"ADGRL4"	0	0	0	0	0
"PSAT1P3"	0	0	0	0	10
"ADH5P2"	0	0	0	0	0
"HMGB1P18"	0	0	0	0	0
"HNRNPA1P64"	0	19	8	0	4
"LINC01781"	22	0	0	2	0
"MTND2P30"	0	24	0	0	0
"RPL7P10"	22	74	10	58	36
"RN7SKP247"	0	0	24	0	0
"ADGRL2"	2	0	0	0	0
"HNRNPA3P14"	0	0	6	0	13
"MED28P8"	0	0	0	0	0
"ST13P20"	0	0	0	0	2
"LINC01362"	0	0	0	0	0
"LINC01361"	1	0	0	2	0
"LINC01712"	0	0	0	0	0
"LINC01725"	0	0	0	0	0
"TTLL7"	0	0	0	0	0
"TTLL7-IT1"	0	1	0	0	0
"PRKACB"	52	37	59	50	34
"SAMD13"	0	0	0	0	0
"UOX"	0	0	0	0	0
"DNASE2B"	1	0	0	0	0
"RPF1"	604	518	151	191	170
"GNG5"	250	263	105	96	99
"SPATA1"	9	8	3	4	4
"CTBS"	132	77	78	104	57
"LINC01555"	0	2	4	0	2
"SSX2IP"	20	49	29	27	43
"LPAR3"	0	0	0	0	0
"MCOLN2"	1	5	2	1	3
"MCOLN3"	0	0	0	0	0
"MIR4423"	0	0	0	0	0
"SYDE2"	3	4	1	0	0
"C1orf52"	856	937	639	468	420
"BCL10"	908	1011	692	869	580
"DDAH1"	0	0	0	0	0
"CCN1"	0	4	5	3	2
"ZNHIT6"	72	63	38	52	33
"COL24A1"	6	4	0	34	0
"RNA5SP51"	0	0	64	261	0
"ODF2L"	257	297	230	310	45
"MIR7856"	0	166	137	448	69
"CLCA2"	0	0	1	0	0
"CLCA1"	0	0	0	0	0
"CLCA4"	0	0	0	0	0
"CDCA4P2"	0	0	0	0	0
"CLCA4-AS1"	1	0	0	0	0
"SH3GLB1"	559	939	359	419	220
"SELENOF"	218	121	125	244	165
"HS2ST1"	18	17	7	17	15
"LINC01140"	2	0	0	1	1
"LMO4"	377	291	155	281	110
"LINC01364"	1	0	0	0	0
"RNA5SP52"	0	68	113	0	0
"PKN2-AS1"	0	0	0	0	0
"RN7SL583P"	0	0	0	0	0
"RPL36AP10"	52	0	0	0	0
"PKN2"	83	246	160	122	92
"RNU6-125P"	639	1990	2644	465	1219
"ELOCP19"	1122	2459	1553	1499	827
"GTF2B"	439	429	156	124	96
"KYAT3"	62	30	37	34	19
"RBMXL1"	547	599	481	500	341
"GBP3"	309	206	263	208	158
"GBP1"	269	172	137	224	336
"PTGES3P1"	949	323	251	268	157
"GBP2"	423	117	90	72	34
"GBP7"	3	2	1	1	1
"GBP4"	2068	1121	903	2024	862
"GBP5"	1003	534	160	105	97
"GBP6"	1	0	0	0	1
"CAPNS1P1"	0	14	0	19	6
"LRRC8B"	46	197	43	84	78
"LRRC8C-DT"	27	22	62	91	68
"LRRC8C"	105	207	211	172	84
"LRRC8D"	21	16	35	36	28
"RN7SKP272"	0	0	0	0	0
"GEMIN8P4"	116	75	93	93	114
"ZNF326"	899	1116	671	722	450
"RNU6-695P"	0	0	0	0	0
"SNORD3G"	0	0	141	0	0
"BARHL2"	0	0	1	0	0
"LINC02609"	1	0	0	0	0
"LINC01763"	0	2	1	0	0
"PHKA1P1"	546	2012	733	268	423
"ZNF644"	448	716	437	333	233
"RPL5P6"	0	10	17	13	0
"HFM1"	0	0	0	0	0
"FEN1P1"	0	0	0	0	9
"CDC7"	115	39	45	57	113
"WDR82P2"	0	9	8	0	8
"HSP90B3P"	10	0	4	7	7
"TGFBR3"	25	4	4	5	21
"RN7SL653P"	58	0	51	42	195
"BRDT"	0	0	0	0	0
"EPHX4"	0	0	0	0	1
"LPCAT2BP"	0	0	4	0	0
"SETSIP"	77	146	60	112	90
"BTBD8"	7	0	8	13	6
"GAPDHP46"	0	0	0	0	0
"PRKAR1AP1"	29	0	6	15	9
"C1orf146"	0	0	0	0	0
"ACTBP12"	0	0	18	0	0
"GLMN"	48	27	23	37	21
"RPAP2"	88	64	61	70	82
"RN7SL824P"	0	30	0	0	0
"GFI1"	441	621	123	765	1029
"EVI5"	21	7	20	21	19
"HMGB3P9"	524	283	650	509	509
"RNU4-59P"	589	319	658	697	462
"CCNJP2"	0	0	0	0	3
"RPL5"	29340	26187	6424	11558	4991
"DIPK1A"	1	0	9	5	5
"SNORD21"	0	0	0	0	0
"SNORA66"	4622	2502	2926	3507	1382
"RNU6-970P"	0	0	0	0	35
"RN7SL692P"	0	95	52	21	0
"RNU6-210P"	0	0	0	0	0
"RN7SKP123"	0	0	0	0	0
"MTF2"	227	598	389	503	313
"TMED5"	680	670	513	438	363
"CCDC18"	70	51	34	34	38
"CCDC18-AS1"	75	60	112	81	55
"DR1"	1172	1346	715	736	580
"FNBP1L"	3	203	55	84	2
"RNA5SP53"	2421	385	127	155	31
"BCAR3"	8	6	2	7	7
"MIR760"	429	232	95	234	240
"DNTTIP2"	1911	1933	1019	1445	610
"GCLM"	71	38	21	245	13
"CHCHD2P5"	0	0	0	0	0
"MTND4P11"	0	6	0	0	2
